timestamp,starfruit_positions,amethyst_positions,starfruit_pnl,amethyst_pnl
11200,0,5,0,22
11300,0,5,0,22
11400,0,5,0,17
11500,0,3,0,52
11600,0,3,0,31
11700,0,3,0,34
11800,0,3,0,34
11900,0,3,0,34
12000,0,3,0,34
12100,0,3,0,31
12200,0,3,0,31
12300,0,3,0,40
12400,0,3,0,31
12500,0,3,0,34
12600,0,3,0,34
12700,0,3,0,34
12800,0,4,0,31
12900,0,5,0,28
13000,0,6,0,30
13100,0,6,0,52
13200,0,6,0,28
13300,0,6,0,28
13400,0,6,0,40
13500,0,6,0,40
13600,0,6,0,52
13700,0,6,0,28
13800,0,6,0,22
13900,0,6,0,28
14000,0,6,0,22
14100,0,6,0,28
14200,0,6,0,28
14300,0,6,0,28
14400,0,6,0,22
14500,0,6,0,28
14600,0,6,0,28
14700,0,6,0,22
14800,0,6,0,28
14900,0,6,0,22
15000,0,6,0,28
15100,0,6,0,22
15200,0,6,0,40
15300,0,6,0,40
15400,0,6,0,22
15500,0,6,0,28
15600,0,6,0,40
15700,0,6,0,28
15800,0,6,0,28
15900,0,5,0,64
16000,0,5,0,44
16100,0,5,0,34
16200,0,5,0,54
16300,0,5,0,29
16400,0,5,0,34
16500,0,5,0,34
16600,0,5,0,29
16700,0,5,0,29
16800,0,5,0,29
16900,0,5,0,44
17000,0,5,0,34
17100,0,5,0,29
17200,0,5,0,29
17300,0,5,0,34
17400,0,5,0,44
17500,0,5,0,34
17600,0,5,0,34
17700,0,5,0,34
17800,0,5,0,34
17900,0,5,0,34
18000,0,5,0,54
18100,0,5,0,34
18200,0,5,0,44
18300,0,5,0,44
18400,0,5,0,34
18500,0,5,0,29
18600,0,5,0,34
18700,0,5,0,54
18800,0,5,0,34
18900,0,5,0,44
19000,0,5,0,34
19100,0,5,0,34
19200,0,5,0,29
19300,0,3,0,64
19400,0,2,0,64
19500,0,1,0,64
19600,0,0,0,64
19700,0,0,0,64
19800,0,0,0,64
19900,0,-1,0,64
20000,0,-1,0,61
20100,0,-2,0,61
20200,0,-3,0,60
20300,0,-3,0,58
20400,0,-3,0,55
20500,0,-3,0,58
20600,0,-2,0,76
20700,0,-2,0,64
20800,0,-2,0,64
20900,0,-1,0,76
21000,0,-1,0,70
21100,0,-1,0,70
21200,0,-1,0,70
21300,0,-1,0,72
21400,0,-1,0,70
21500,0,-1,0,72
21600,0,-1,0,69
21700,0,-1,0,69
21800,0,-2,0,70
21900,0,-2,0,66
22000,0,-2,0,66
22100,0,-2,0,68
22200,0,-2,0,72
22300,0,-2,0,66
22400,0,-2,0,68
22500,0,-2,0,68
22600,0,-2,0,66
22700,0,-1,0,80
22800,0,-2,0,74
22900,0,-2,0,72
23000,0,-6,0,72
23100,0,-5,0,100
23200,0,-5,0,70
23300,0,-5,0,80
23400,0,-5,0,65
23500,0,-5,0,65
23600,0,-5,0,80
23700,0,-5,0,70
23800,0,-5,0,70
23900,0,-2,0,100
24000,0,-2,0,88
24100,0,-2,0,92
24200,0,-2,0,88
24300,0,-3,0,86
24400,0,-3,0,86
24500,0,-3,0,86
24600,0,-3,0,86
24700,0,-3,0,83
24800,0,-3,0,86
24900,0,-3,0,92
25000,0,-3,0,86
25100,0,-4,0,83
25200,0,-4,0,84
25300,0,-4,0,80
25400,0,-4,0,80
25500,0,-4,0,92
25600,0,-4,0,84
25700,0,-7,0,84
25800,0,-7,0,78
25900,0,-7,0,92
26000,0,-7,0,78
26100,0,-7,0,78
26200,0,-8,0,71
26300,0,-8,0,68
26400,0,-8,0,68
26500,0,-8,0,76
26600,0,-8,0,76
26700,0,-8,0,76
26800,0,-8,0,68
26900,0,-8,0,68
27000,0,-9,0,68
27100,0,-9,0,65
27200,0,-9,0,65
27300,0,-9,0,65
27400,0,-9,0,110
27500,0,-10,0,74
27600,0,-10,0,72
27700,0,-9,0,132
27800,0,-9,0,78
27900,0,-13,0,78
28000,0,-13,0,57
28100,0,-13,0,122
28200,0,-13,0,70
28300,0,-10,0,148
28400,0,-10,0,88
28500,0,-10,0,88
28600,0,-9,0,148
28700,0,-9,0,94
28800,0,-9,0,94
28900,0,-9,0,85
29000,0,-9,0,94
29100,0,-9,0,112
29200,0,-9,0,112
29300,0,-10,0,85
29400,0,-10,0,82
29500,0,-8,0,152
29600,0,-8,0,104
29700,0,-8,0,104
29800,0,-8,0,104
29900,0,-8,0,104
30000,0,-8,0,104
30100,0,-8,0,120
30200,0,-8,0,104
30300,0,-8,0,120
30400,0,-8,0,104
30500,0,-8,0,120
30600,0,-8,0,120
30700,0,-8,0,104
30800,0,-8,0,104
30900,0,-8,0,96
31000,0,-7,0,152
31100,0,-7,0,103
31200,0,-7,0,110
31300,0,-6,0,152
31400,0,-13,0,116
31500,0,-3,0,180
31600,0,-6,0,162
31700,0,-6,0,156
31800,0,-7,0,156
31900,0,-7,0,154
32000,0,-7,0,168
32100,0,-7,0,168
32200,0,-7,0,154
32300,0,-7,0,154
32400,0,-7,0,147
32500,0,-8,0,154
32600,0,-8,0,168
32700,0,-8,0,152
32800,0,-8,0,184
32900,0,-8,0,168
33000,0,-8,0,168
33100,0,-8,0,168
33200,0,-8,0,152
33300,0,-8,0,152
33400,0,-8,0,168
33500,0,-8,0,168
33600,0,-8,0,144
33700,0,-8,0,152
33800,0,-8,0,144
33900,0,-8,0,144
34000,0,-8,0,144
34100,0,-9,0,144
34200,0,-9,0,150
34300,0,-16,0,150
34400,0,-17,0,136
34500,0,-17,0,168
34600,0,-17,0,168
34700,0,-17,0,134
34800,0,-17,0,117
34900,0,-17,0,134
35000,0,-17,0,117
35100,0,-17,0,134
35200,0,-17,0,168
35300,0,-17,0,117
35400,0,-17,0,168
35500,0,-17,0,134
35600,0,-18,0,117
35700,0,-18,0,132
35800,0,-18,0,132
35900,0,-18,0,168
36000,0,-18,0,114
36100,0,-18,0,114
36200,0,-18,0,132
36300,0,-18,0,114
36400,0,-18,0,168
36500,0,-18,0,114
36600,0,-18,0,114
36700,0,-18,0,132
36800,0,-18,0,132
36900,0,-18,0,132
37000,0,-18,0,132
37100,0,-18,0,114
37200,0,-18,0,132
37300,0,-18,0,132
37400,0,-19,0,114
37500,0,-19,0,130
37600,0,-18,0,244
37700,0,-18,0,136
37800,0,-18,0,136
37900,0,-18,0,118
38000,0,-18,0,118
38100,0,-18,0,136
38200,0,-18,0,136
38300,0,-19,0,136
38400,0,-19,0,134
38500,0,-20,0,115
38600,0,-20,0,132
38700,0,-20,0,132
38800,0,-20,0,132
38900,0,-20,0,172
39000,0,-20,0,132
39100,0,-20,0,172
39200,0,-20,0,132
39300,0,-20,0,132
39400,0,-20,0,132
39500,0,-20,0,132
39600,0,-20,0,132
39700,0,-20,0,132
39800,0,-8,0,252
39900,0,-8,0,196
40000,0,-8,0,196
40100,0,-8,0,204
40200,0,-8,0,204
40300,0,-8,0,196
40400,0,-8,0,196
40500,0,-8,0,204
40600,0,-8,0,196
40700,0,-8,0,196
40800,0,-8,0,196
40900,0,-8,0,196
41000,0,-8,0,196
41100,0,-8,0,196
41200,0,-8,0,196
41300,0,-8,0,204
41400,0,-8,0,204
41500,0,-8,0,236
41600,0,-8,0,196
41700,0,-9,0,204
41800,0,-9,0,202
41900,0,-9,0,238
42000,0,-9,0,193
42100,0,-9,0,220
42200,0,-9,0,202
42300,0,-9,0,220
42400,0,-9,0,202
42500,0,-9,0,220
42600,0,-9,0,220
42700,0,-9,0,202
42800,0,3,0,256
42900,0,3,0,250
43000,0,3,0,247
43100,0,3,0,247
43200,0,3,0,250
43300,0,3,0,250
43400,0,2,0,268
43500,0,2,0,256
43600,0,2,0,256
43700,0,2,0,260
43800,0,1,0,268
43900,0,1,0,264
44000,0,2,0,262
44100,0,2,0,258
44200,0,2,0,260
44300,0,2,0,264
44400,0,2,0,264
44500,0,2,0,260
44600,0,2,0,258
44700,0,2,0,264
44800,0,2,0,260
44900,0,2,0,258
45000,0,0,0,272
45100,0,0,0,272
45200,0,0,0,272
45300,0,0,0,272
45400,0,0,0,272
45500,0,0,0,272
45600,0,1,0,272
45700,0,1,0,270
45800,0,1,0,270
45900,0,1,0,270
46000,0,1,0,269
46100,0,1,0,270
46200,0,1,0,274
46300,0,1,0,269
46400,0,1,0,269
46500,0,1,0,270
46600,0,1,0,270
46700,0,1,0,272
46800,0,1,0,270
46900,0,1,0,270
47000,0,1,0,269
47100,0,1,0,270
47200,0,1,0,274
47300,0,1,0,270
47400,0,1,0,270
47500,0,1,0,270
47600,0,1,0,270
47700,0,1,0,270
47800,0,1,0,269
47900,0,1,0,270
48000,0,2,0,269
48100,0,2,0,268
48200,0,2,0,272
48300,0,2,0,266
48400,0,2,0,268
48500,0,2,0,266
48600,0,2,0,272
48700,0,2,0,266
48800,0,2,0,272
48900,0,2,0,268
49000,0,2,0,268
49100,0,3,0,268
49200,0,3,0,272
49300,0,3,0,272
49400,0,2,0,284
49500,0,2,0,272
49600,0,2,0,272
49700,0,2,0,270
49800,0,2,0,272
49900,0,2,0,270
50000,0,2,0,272
50100,0,2,0,270
50200,0,2,0,272
50300,0,2,0,280
50400,0,2,0,272
50500,0,2,0,276
50600,0,2,0,270
50700,0,2,0,272
50800,0,2,0,276
50900,0,2,0,272
51000,0,3,0,272
51100,0,10,0,270
51200,0,10,0,276
51300,0,10,0,246
51400,0,11,0,256
51500,0,11,0,254
51600,0,11,0,254
51700,0,11,0,276
51800,0,11,0,254
51900,0,1,0,320
52000,0,3,0,314
52100,0,3,0,310
52200,0,4,0,310
52300,0,4,0,324
52400,0,4,0,308
52500,0,4,0,308
52600,0,4,0,308
52700,0,1,0,332
52800,0,1,0,325
52900,0,1,0,325
53000,0,1,0,328
53100,0,1,0,326
53200,0,0,0,332
53300,0,2,0,332
53400,0,2,0,328
53500,0,2,0,326
53600,0,2,0,332
53700,0,2,0,328
53800,0,2,0,328
53900,0,2,0,328
54000,0,2,0,332
54100,0,2,0,332
54200,0,3,0,328
54300,0,4,0,326
54400,0,4,0,324
54500,0,5,0,324
54600,0,5,0,322
54700,0,5,0,322
54800,0,5,0,322
54900,0,5,0,322
55000,0,5,0,332
55100,0,5,0,317
55200,0,5,0,322
55300,0,5,0,317
55400,0,5,0,322
55500,0,5,0,322
55600,0,5,0,317
55700,0,5,0,317
55800,0,5,0,322
55900,0,5,0,322
56000,0,5,0,317
56100,0,5,0,322
56200,0,5,0,317
56300,0,5,0,322
56400,0,5,0,322
56500,0,5,0,332
56600,0,5,0,322
56700,0,4,0,352
56800,0,4,0,336
56900,0,4,0,328
57000,0,4,0,328
57100,0,3,0,352
57200,0,2,0,352
57300,0,1,0,352
57400,0,1,0,346
57500,0,1,0,346
57600,0,1,0,346
57700,0,-1,0,352
57800,0,-1,0,349
57900,0,-1,0,350
58000,0,-1,0,350
58100,0,-1,0,350
58200,0,-1,0,350
58300,0,-1,0,349
58400,0,-1,0,350
58500,0,-1,0,350
58600,0,0,0,356
58700,0,0,0,356
58800,0,0,0,356
58900,0,0,0,356
59000,0,0,0,356
59100,0,0,0,356
59200,0,0,0,356
59300,0,1,0,356
59400,0,0,0,360
59500,0,0,0,360
59600,0,0,0,360
59700,0,-1,0,360
59800,0,-1,0,362
59900,0,-1,0,358
60000,0,-1,0,357
60100,0,0,0,364
60200,0,0,0,364
60300,0,0,0,364
60400,0,0,0,364
60500,0,1,0,364
60600,0,1,0,362
60700,0,1,0,362
60800,0,1,0,362
60900,0,1,0,362
61000,0,1,0,361
61100,0,0,0,368
61200,0,0,0,368
61300,0,0,0,368
61400,0,-5,0,368
61500,0,-5,0,353
61600,0,-2,0,388
61700,0,-2,0,374
61800,0,-2,0,376
61900,0,-2,0,376
62000,0,-2,0,376
62100,0,-2,0,374
62200,0,-2,0,376
62300,0,-2,0,376
62400,0,-2,0,376
62500,0,-2,0,380
62600,0,-2,0,380
62700,0,-2,0,376
62800,0,-2,0,376
62900,0,-2,0,380
63000,0,-2,0,384
63100,0,-2,0,374
63200,0,-2,0,376
63300,0,-1,0,388
63400,0,-1,0,384
63500,0,5,0,388
63600,0,5,0,378
63700,0,6,0,378
63800,0,6,0,376
63900,0,1,0,412
64000,0,1,0,408
64100,0,1,0,408
64200,0,1,0,405
64300,0,1,0,408
64400,0,10,0,405
64500,0,10,0,378
64600,0,9,0,448
64700,0,9,0,412
64800,0,8,0,448
64900,0,7,0,448
65000,0,7,0,406
65100,0,7,0,399
65200,0,7,0,406
65300,0,7,0,434
65400,0,6,0,448
65500,0,7,0,412
65600,0,7,0,403
65700,0,7,0,403
65800,0,7,0,410
65900,0,8,0,403
66000,0,8,0,424
66100,0,8,0,408
66200,0,8,0,400
66300,0,8,0,424
66400,0,8,0,400
66500,0,8,0,424
66600,0,8,0,424
66700,0,10,0,400
66800,0,11,0,404
66900,0,11,0,402
67000,0,11,0,402
67100,0,11,0,391
67200,0,11,0,402
67300,0,11,0,391
67400,0,11,0,402
67500,0,11,0,402
67600,0,11,0,402
67700,0,11,0,391
67800,0,11,0,402
67900,0,11,0,424
68000,0,6,0,468
68100,0,6,0,432
68200,0,6,0,444
68300,0,6,0,432
68400,0,6,0,432
68500,0,5,0,468
68600,0,5,0,438
68700,0,5,0,433
68800,0,5,0,438
68900,0,4,0,468
69000,0,4,0,444
69100,0,4,0,440
69200,0,4,0,444
69300,0,4,0,440
69400,0,4,0,452
69500,0,4,0,440
69600,0,4,0,444
69700,0,4,0,440
69800,0,4,0,444
69900,0,4,0,452
70000,0,4,0,452
70100,0,4,0,444
70200,0,4,0,444
70300,0,4,0,444
70400,0,4,0,444
70500,0,4,0,444
70600,0,4,0,440
70700,0,4,0,440
70800,0,4,0,440
70900,0,4,0,440
71000,0,5,0,444
71100,0,5,0,452
71200,0,5,0,462
71300,0,5,0,437
71400,0,5,0,437
71500,0,5,0,452
71600,0,5,0,437
71700,0,5,0,437
71800,0,5,0,452
71900,0,5,0,442
72000,0,3,0,472
72100,0,3,0,460
72200,0,3,0,451
72300,0,3,0,454
72400,0,3,0,454
72500,0,3,0,454
72600,0,3,0,454
72700,0,3,0,451
72800,0,3,0,454
72900,0,4,0,454
73000,0,4,0,448
73100,0,4,0,448
73200,0,4,0,460
73300,0,4,0,452
73400,0,4,0,460
73500,0,4,0,448
73600,0,4,0,448
73700,0,4,0,448
73800,0,4,0,468
73900,0,4,0,452
74000,0,4,0,448
74100,0,3,0,476
74200,0,3,0,458
74300,0,3,0,455
74400,0,3,0,470
74500,0,3,0,458
74600,0,3,0,458
74700,0,3,0,458
74800,0,3,0,458
74900,0,2,0,476
75000,0,2,0,462
75100,0,2,0,462
75200,0,2,0,464
75300,0,2,0,462
75400,0,2,0,462
75500,0,2,0,464
75600,0,2,0,472
75700,0,-1,0,476
75800,0,-1,0,474
75900,0,-1,0,474
76000,0,-1,0,476
76100,0,-1,0,476
76200,0,-1,0,473
76300,0,0,0,480
76400,0,0,0,480
76500,0,0,0,480
76600,0,0,0,480
76700,0,0,0,480
76800,0,0,0,480
76900,0,0,0,480
77000,0,0,0,480
77100,0,0,0,480
77200,0,0,0,480
77300,0,0,0,480
77400,0,0,0,480
77500,0,0,0,480
77600,0,0,0,480
77700,0,0,0,480
77800,0,0,0,480
77900,0,0,0,480
78000,0,-2,0,480
78100,0,-2,0,476
78200,0,-1,0,488
78300,0,-1,0,481
78400,0,-1,0,482
78500,0,-3,0,482
78600,0,-3,0,484
78700,0,-3,0,478
78800,0,-3,0,478
78900,0,-3,0,475
79000,0,-3,0,478
79100,0,-3,0,475
79200,0,-3,0,484
79300,0,-3,0,475
79400,0,-4,0,475
79500,0,-5,0,476
79600,0,-5,0,474
79700,0,-5,0,474
79800,0,-5,0,474
79900,0,-5,0,474
80000,0,-6,0,469
80100,0,-6,0,484
80200,0,-6,0,472
80300,0,-7,0,472
80400,0,-7,0,498
80500,0,-7,0,484
80600,0,-7,0,470
80700,0,-7,0,470
80800,0,-7,0,484
80900,0,-7,0,470
81000,0,-7,0,470
81100,0,-7,0,484
81200,0,-7,0,484
81300,0,-6,0,512
81400,0,-7,0,476
81500,0,-7,0,467
81600,0,-7,0,467
81700,0,-7,0,488
81800,0,-7,0,474
81900,0,-7,0,502
82000,0,-7,0,474
82100,0,-7,0,474
82200,0,-7,0,474
82300,0,-7,0,474
82400,0,-7,0,474
82500,0,-7,0,474
82600,0,-7,0,474
82700,0,-9,0,474
82800,0,-9,0,470
82900,0,-9,0,488
83000,0,-9,0,470
83100,0,-9,0,470
83200,0,-9,0,470
83300,0,-9,0,461
83400,0,-9,0,470
83500,0,-9,0,488
83600,0,-9,0,470
83700,0,-9,0,470
83800,0,-9,0,470
83900,0,-9,0,470
84000,0,-9,0,461
84100,0,-9,0,461
84200,0,-9,0,488
84300,0,-9,0,461
84400,0,-9,0,488
84500,0,-9,0,488
84600,0,-9,0,470
84700,0,-9,0,470
84800,0,-9,0,470
84900,0,-9,0,470
85000,0,-4,0,524
85100,0,-4,0,508
85200,0,-4,0,508
85300,0,-4,0,508
85400,0,-4,0,500
85500,0,-4,0,496
85600,0,-4,0,500
85700,0,-4,0,496
85800,0,-4,0,500
85900,0,-4,0,500
86000,0,-4,0,508
86100,0,-4,0,496
86200,0,-4,0,496
86300,0,-3,0,524
86400,0,-3,0,506
86500,0,-4,0,506
86600,0,-4,0,512
86700,0,-4,0,500
86800,0,-4,0,512
86900,0,-4,0,512
87000,0,-4,0,500
87100,0,-4,0,500
87200,0,-4,0,500
87300,0,-4,0,512
87400,0,-4,0,500
87500,0,-4,0,512
87600,0,-4,0,504
87700,0,-3,0,528
87800,0,-3,0,507
87900,0,-7,0,507
88000,0,-7,0,502
88100,0,-7,0,495
88200,0,-7,0,495
88300,0,-8,0,502
88400,0,-8,0,492
88500,0,-13,0,500
88600,0,-12,0,568
88700,0,-12,0,484
88800,0,-12,0,544
88900,0,-12,0,520
89000,0,-12,0,496
89100,0,-12,0,496
89200,0,-12,0,496
89300,0,-16,0,484
89400,0,-16,0,488
89500,0,-16,0,488
89600,0,-16,0,520
89700,0,-16,0,488
89800,0,-16,0,488
89900,0,-16,0,472
90000,0,-16,0,472
90100,0,-16,0,488
90200,0,-20,0,472
90300,0,-20,0,460
90400,0,-19,0,600
90500,0,-19,0,467
90600,0,-19,0,467
90700,0,-19,0,524
90800,0,-19,0,562
90900,0,-19,0,467
91000,0,-18,0,600
91100,0,-18,0,492
91200,0,-18,0,474
91300,0,-18,0,474
91400,0,-19,0,474
91500,0,-18,0,604
91600,0,-18,0,532
91700,0,-18,0,496
91800,0,-18,0,478
91900,0,-19,0,478
92000,0,-19,0,475
92100,0,-19,0,494
92200,0,-19,0,494
92300,0,-19,0,532
92400,0,-19,0,494
92500,0,-19,0,494
92600,0,-20,0,494
92700,0,-20,0,472
92800,0,-15,0,612
92900,0,-15,0,507
93000,0,-16,0,522
93100,0,-15,0,616
93200,0,-15,0,526
93300,0,-15,0,526
93400,0,-15,0,526
93500,0,-14,0,616
93600,0,-14,0,560
93700,0,-14,0,560
93800,0,-14,0,532
93900,0,-13,0,616
94000,0,-13,0,538
94100,0,-13,0,564
94200,0,-13,0,538
94300,0,-13,0,525
94400,0,-13,0,538
94500,0,-12,0,616
94600,0,-12,0,532
94700,0,-12,0,544
94800,0,-12,0,568
94900,0,-12,0,532
95000,0,-12,0,544
95100,0,-12,0,544
95200,0,-12,0,532
95300,0,-13,0,544
95400,0,-13,0,542
95500,0,-13,0,568
95600,0,-13,0,542
95700,0,-13,0,542
95800,0,-13,0,542
95900,0,-13,0,568
96000,0,-13,0,529
96100,0,-13,0,529
96200,0,-13,0,568
96300,0,-13,0,529
96400,0,-16,0,542
96500,0,-16,0,536
96600,0,-16,0,536
96700,0,-16,0,568
96800,0,-16,0,536
96900,0,-16,0,520
97000,0,-16,0,536
97100,0,-16,0,568
97200,0,-16,0,520
97300,0,-16,0,536
97400,0,-16,0,536
97500,0,-16,0,536
97600,0,-15,0,632
97700,0,-6,0,632
97800,0,-6,0,590
97900,0,-10,0,596
98000,0,1,0,648
98100,0,0,0,652
98200,0,0,0,652
98300,0,1,0,652
98400,0,1,0,649
98500,0,-2,0,656
98600,0,-2,0,656
98700,0,-2,0,656
98800,0,-2,0,652
98900,0,-2,0,652
99000,0,-1,0,664
99100,0,-1,0,658
99200,0,-1,0,658
99300,0,-1,0,662
99400,0,-1,0,660
99500,0,-1,0,658
99600,0,-8,0,657
99700,0,-8,0,644
99800,0,-8,0,676
99900,0,-8,0,644
100000,0,-8,0,636
100100,0,-7,0,692
100200,0,-7,0,643
100300,0,-7,0,650
100400,0,-7,0,650
100500,0,-7,0,650
100600,0,-7,0,650
100700,0,-7,0,650
100800,0,-7,0,664
100900,0,-7,0,650
101000,0,-7,0,650
101100,0,-7,0,650
101200,0,-7,0,650
101300,0,1,0,692
101400,0,1,0,690
101500,0,1,0,689
101600,0,1,0,690
101700,0,1,0,692
101800,0,1,0,689
101900,0,1,0,690
102000,0,1,0,690
102100,0,1,0,692
102200,0,1,0,690
102300,0,0,0,696
102400,0,0,0,696
102500,0,-1,0,696
102600,0,-1,0,694
102700,0,0,0,700
102800,0,0,0,700
102900,0,1,0,700
103000,0,1,0,698
103100,0,1,0,697
103200,0,1,0,698
103300,0,1,0,700
103400,0,1,0,698
103500,0,1,0,698
103600,0,1,0,698
103700,0,1,0,698
103800,0,1,0,698
103900,0,1,0,697
104000,0,2,0,697
104100,0,2,0,694
104200,0,4,0,694
104300,0,6,0,692
104400,0,7,0,682
104500,0,7,0,679
104600,0,7,0,686
104700,0,7,0,686
104800,0,8,0,686
104900,0,9,0,684
105000,0,9,0,682
105100,0,8,0,736
105200,0,8,0,688
105300,0,8,0,680
105400,0,8,0,680
105500,0,9,0,688
105600,0,9,0,686
105700,0,9,0,686
105800,0,9,0,704
105900,0,9,0,686
106000,0,8,0,740
106100,0,7,0,740
106200,0,7,0,691
106300,0,7,0,698
106400,0,8,0,698
106500,0,7,0,744
106600,0,7,0,695
106700,0,7,0,702
106800,0,7,0,695
106900,0,7,0,702
107000,0,7,0,695
107100,0,7,0,702
107200,0,7,0,695
107300,0,7,0,702
107400,0,7,0,695
107500,0,7,0,702
107600,0,7,0,702
107700,0,6,0,744
107800,0,6,0,708
107900,0,6,0,720
108000,0,6,0,720
108100,0,6,0,708
108200,0,6,0,708
108300,0,7,0,708
108400,0,7,0,706
108500,0,7,0,706
108600,0,6,0,748
108700,0,6,0,706
108800,0,6,0,712
108900,0,6,0,712
109000,0,6,0,706
109100,0,4,0,748
109200,0,4,0,724
109300,0,4,0,720
109400,0,4,0,724
109500,0,4,0,724
109600,0,4,0,724
109700,0,4,0,732
109800,0,4,0,724
109900,0,4,0,720
110000,0,4,0,724
110100,0,4,0,724
110200,0,4,0,724
110300,0,4,0,724
110400,0,3,0,748
110500,0,3,0,730
110600,0,3,0,730
110700,0,3,0,727
110800,0,3,0,727
110900,0,3,0,730
111000,0,3,0,736
111100,0,3,0,736
111200,0,3,0,730
111300,0,3,0,727
111400,0,3,0,730
111500,0,3,0,727
111600,0,3,0,730
111700,0,3,0,730
111800,0,3,0,730
111900,0,3,0,730
112000,0,3,0,742
112100,0,3,0,727
112200,0,3,0,727
112300,0,3,0,736
112400,0,3,0,730
112500,0,2,0,748
112600,0,2,0,736
112700,0,2,0,736
112800,0,2,0,744
112900,0,2,0,734
113000,0,2,0,740
113100,0,2,0,736
113200,0,1,0,748
113300,0,1,0,742
113400,0,1,0,742
113500,0,1,0,741
113600,0,1,0,741
113700,0,1,0,742
113800,0,1,0,742
113900,0,1,0,742
114000,0,1,0,741
114100,0,5,0,742
114200,0,5,0,734
114300,0,5,0,729
114400,0,0,0,764
114500,0,0,0,764
114600,0,0,0,764
114700,0,0,0,764
114800,0,1,0,764
114900,0,1,0,761
115000,0,1,0,762
115100,0,1,0,762
115200,0,1,0,762
115300,0,1,0,762
115400,0,1,0,761
115500,0,1,0,762
115600,0,1,0,764
115700,0,1,0,764
115800,0,2,0,762
115900,0,2,0,760
116000,0,2,0,764
116100,0,2,0,760
116200,0,2,0,760
116300,0,3,0,760
116400,0,6,0,758
116500,0,6,0,752
116600,0,6,0,764
116700,0,6,0,764
116800,0,6,0,746
116900,0,6,0,764
117000,0,6,0,764
117100,0,6,0,752
117200,0,6,0,752
117300,0,6,0,746
117400,0,6,0,752
117500,0,6,0,746
117600,0,6,0,764
117700,0,6,0,746
117800,0,6,0,752
117900,0,6,0,764
118000,0,6,0,746
118100,0,6,0,752
118200,0,6,0,776
118300,0,6,0,752
118400,0,6,0,746
118500,0,6,0,764
118600,0,6,0,752
118700,0,6,0,746
118800,0,6,0,752
118900,0,6,0,752
119000,0,5,0,788
119100,0,5,0,758
119200,0,5,0,758
119300,0,5,0,758
119400,0,5,0,753
119500,0,5,0,768
119600,0,5,0,758
119700,0,5,0,758
119800,0,5,0,768
119900,0,5,0,753
120000,0,5,0,768
120100,0,5,0,758
120200,0,5,0,753
120300,0,5,0,758
120400,0,5,0,758
120500,0,8,0,758
120600,0,8,0,752
120700,0,8,0,752
120800,0,8,0,784
120900,0,9,0,752
121000,0,9,0,750
121100,0,9,0,750
121200,0,9,0,750
121300,0,9,0,750
121400,0,9,0,750
121500,0,9,0,750
121600,0,9,0,750
121700,0,9,0,741
121800,0,-1,0,804
